Results,Item 1,Item 2
Shroom Delicacy,Whacka Bump,Life Shroom
Shroom Delicacy,Whacka Bump,Ultra Shroom Shake
Shroom Delicacy,Whacka Bump,Slimy Shroom
Shroom Delicacy,Gradual Syrup,Shroom Shake
Shroom Delicacy,Gradual Syrup,Long-Last Shake
Shroom Delicacy,Gradual Syrup,Super Shroom Shake
Shroom Delicacy,Gradual Syrup,Life Shroom
Shroom Delicacy,Gradual Syrup,Ultra Shroom Shake
Shroom Delicacy,Gradual Syrup,Slimy Shroom
Shroom Delicacy,Dayzee Syrup,Long-Last Shake
Shroom Delicacy,Sap Syrup,Long-Last Shake
Shroom Delicacy,Weird Extract,Shroom Shake
Shroom Delicacy,Weird Extract,Long-Last Shake
Shroom Delicacy,Weird Extract,Volt Shroom
Shroom Delicacy,Weird Extract,Super Shroom Shake
Shroom Delicacy,Weird Extract,Life Shroom
Shroom Delicacy,Weird Extract,Ultra Shroom Shake
Shroom Delicacy,Weird Extract,Slimy Shroom
Shroom Delicacy,Big Egg,Shroom Shake
Shroom Delicacy,Big Egg,Long-Last Shake
Shroom Delicacy,Big Egg,Volt Shroom
Shroom Delicacy,Big Egg,Super Shroom Shake
Shroom Delicacy,Big Egg,Life Shroom
Shroom Delicacy,Big Egg,Ultra Shroom Shake
Shroom Delicacy,Big Egg,Slimy Shroom
Shroom Delicacy,Mango Pudding,Shroom Shake
Shroom Delicacy,Mango Pudding,Long-Last Shake
Shroom Delicacy,Mango Pudding,Volt Shroom
Shroom Delicacy,Mango Pudding,Super Shroom Shake
Shroom Delicacy,Mango Pudding,Life Shroom
Shroom Delicacy,Mango Pudding,Ultra Shroom Shake
Shroom Delicacy,Mango Pudding,Slimy Shroom
Shroom Delicacy,Love Pudding,Shroom Shake
Shroom Delicacy,Love Pudding,Long-Last Shake
Shroom Delicacy,Love Pudding,Volt Shroom
Shroom Delicacy,Love Pudding,Super Shroom Shake
Shroom Delicacy,Love Pudding,Life Shroom
Shroom Delicacy,Love Pudding,Ultra Shroom Shake
Shroom Delicacy,Love Pudding,Slimy Shroom
Shroom Pudding,Big Egg,Shroom Shake
Shroom Pudding,Big Egg,Long-Last Shake
Shroom Pudding,Big Egg,Volt Shroom
Shroom Pudding,Big Egg,Super Shroom Shake
Shroom Pudding,Big Egg,Ultra Shroom Shake
Shroom Pudding,Big Egg,Long-Last Shake
Shroom Pudding,Big Egg,Slimy Shroom
Shroom Pudding,Mango Pudding,Shroom Shake
Shroom Pudding,Mango Pudding,Long-Last Shake
Shroom Pudding,Mango Pudding,Volt Shroom
Shroom Pudding,Mango Pudding,Super Shroom Shake
Shroom Pudding,Mango Pudding,Life Shroom
Shroom Pudding,Mango Pudding,Ultra Shroom Shake
Shroom Pudding,Mango Pudding,Slimy Shroom
Shroom Pudding,Love Pudding,Shroom Shake
Shroom Pudding,Love Pudding,Long-Last Shake
Shroom Pudding,Love Pudding,Volt Shroom
Shroom Pudding,Love Pudding,Super Shroom Shake
Shroom Pudding,Love Pudding,Life Shroom
Shroom Pudding,Love Pudding,Ultra Shroom Shake
Shroom Pudding,Love Pudding,Slimy Shroom
Shroom Steak,Ultra Shroom Shake,None
Shroom Steak,Ultra Shroom Shake,Shroom Shake
Shroom Steak,Ultra Shroom Shake,Long-Last Shake
Shroom Steak,Ultra Shroom Shake,Volt Shroom
Shroom Steak,Ultra Shroom Shake,Super Shroom Shake
Shroom Steak,Ultra Shroom Shake,Life Shroom
Shroom Steak,Slimy Shroom,Ultra Shroom Shake
Sky Juice,Blue Apple,None
Sky Juice,Yellow Apple,None
Sky Juice,Red Apple,None
Sky Juice,Pink Apple,None
Slimy Extract,Slimy Shroom,None
Snow Bunny,Turtley Leaf,Ice Storm
Snow Bunny,Golden Leaf,Ice Storm
Snow Bunny,Snow Cone,Turtley Leaf
Snow Bunny,Fruit Parfait,Turtley Leaf
Snow Cone,Ice Storm,None
Snow Cone,Peachy Peach,Ice Storm
Snow Cone,Keel Mango,Ice Storm
Snow Cone,Blue Apple,Ice Storm
Snow Cone,Yellow Apple,Ice Storm
Snow Cone,Red Apple,Ice Storm
Snow Cone,Pink Apple,Ice Storm
Snow Cone,Peach Juice,Ice Storm
Snow Cone,Mango Juice,Ice Storm
Snow Cone,Sky Juice,Ice Storm
Snow Cone,Mixed Shake,Ice Storm
Snow Cone,Stamina Juice,Ice Storm
Snow Cone,Gradual Syrup,Ice Storm
Snow Cone,Dayzee Syrup,Ice Storm
Snow Cone,Sap Syrup,Ice Storm
Space Food,Shroom Shake,Ice Storm
Space Food,Long-Last Shake,Ice Storm
Space Food,Volt Shroom,Ice Storm
Space Food,Super Shroom Shake,Ice Storm
Space Food,Life Shroom,Ice Storm
Space Food,Ultra Shroom Shake,Ice Storm
Space Food,Slimy Shroom,Ice Storm
Space Food,Cake Mix,Ice Storm
Space Food,Big Egg,Ice Storm
Space Food,Fresh Pasta Bunch,Ice Storm
Space Food,Power Steak,Ice Storm
Space Food,Bone-In Cut,Ice Storm
Space Food,Primordial Fruit,Ice Storm
Space Food,Mild Cocoa Bean,Ice Storm
Space Food,Honey Jar,Ice Storm
Space Food,Hot Sauce,Ice Storm
Space Food,Inky Sauce,Ice Storm
Space Food,Dayzee Tear,Ice Storm
Space Food,Sap Soup,Ice Storm
Space Food,Fresh Veggie,Ice Storm
Space Food,Smelly Herb,Ice Storm
Space Food,Whacka Bump,Ice Storm
Space Food,Horsetail,Ice Storm
Spaghetti Plate,Fresh Pasta Bunch,None
Spaghetti Plate,Fresh Pasta Bunch,Shroom Shake
Spaghetti Plate,Fresh Pasta Bunch,Long-Last Shake
Spaghetti Plate,Fresh Pasta Bunch,Volt Shroom
Spaghetti Plate,Fresh Pasta Bunch,Super Shroom Shake
Spaghetti Plate,Fresh Pasta Bunch,Life Shroom
Spaghetti Plate,Fresh Pasta Bunch,Ultra Shroom Shake
Spaghetti Plate,Fresh Pasta Bunch,Slimy Shroom
Spaghetti Plate,Fresh Pasta Bunch,Cake Mix
Spaghetti Plate,Fresh Pasta Bunch,Big Egg
Spaghetti Plate,Peachy Peach,Fresh Pasta Bunch
Spaghetti Plate,Keel Mango,Fresh Pasta Bunch
Spaghetti Plate,Blue Apple,Fresh Pasta Bunch
Spaghetti Plate,Yellow Apple,Fresh Pasta Bunch
Spaghetti Plate,Red Apple,Fresh Pasta Bunch
Spaghetti Plate,Pink Apple,Fresh Pasta Bunch
Spaghetti Plate,Honey Jar,Fresh Pasta Bunch
Spaghetti Plate,Dayzee Tear,Fresh Pasta Bunch
Spaghetti Plate,Sap Soup,Fresh Pasta Bunch
Spaghetti Plate,Fresh Veggie,Fresh Pasta Bunch
Spaghetti Plate,Smelly Herb,Fresh Pasta Bunch
Spaghetti Plate,Whacka Bump,Fresh Pasta Bunch
Spaghetti Plate,Horsetail,Fresh Pasta Bunch
Spaghetti Plate,Fried Shroom Plate,Fresh Pasta Bunch
Spaghetti Plate,Roast Shroom Dish,Fresh Pasta Bunch
Spaghetti Plate,Shroom Steak,Fresh Pasta Bunch
Spaghetti Plate,Shroom Delicacy,Fresh Pasta Bunch
Spaghetti Plate,Fried Egg,Fresh Pasta Bunch
Spaghetti Plate,Omelette Plate,Fresh Pasta Bunch
Spaghetti Plate,Veggie Set,Fresh Pasta Bunch
Spicy Dinner,Hot Sauce,Big Egg
Spicy Dinner,Hot Sauce,Power Steak
Spicy Dinner,Hot Sauce,Bone-In Cut
Spicy Dinner,Hot Sauce,Peachy Peach
Spicy Dinner,Hot Sauce,Keel Mango
Spicy Dinner,Hot Sauce,Blue Apple
Spicy Dinner,Hot Sauce,Yellow Apple
Spicy Dinner,Hot Sauce,Red Apple
Spicy Dinner,Hot Sauce,Pink Apple
Spicy Dinner,Hot Sauce,Mild Cocoa Bean
Spicy Dinner,Hot Sauce,Honey Jar
Spicy Dinner,Dayzee Tear,Hot Sauce
Spicy Dinner,Fresh Veggie,Hot Sauce
Spicy Dinner,Smelly Herb,Hot Sauce
Spicy Dinner,Whacka Bump,Hot Sauce
Spicy Dinner,Horsetail,Hot Sauce
Spicy Dinner,Volcano Shroom,Hot Sauce
Spicy Soup,Fire Burst,None
Spicy Pasta Dish,Hot Sauce,Fresh Pasta Bunch
Spicy Pasta Dish,Volcano Shroom,Fresh Pasta Bunch
Spicy Pasta Dish,Spaghetti Plate,Hot Sauce
Spicy Pasta Dish,Meat Pasta Dish,Hot Sauce
Spicy Pasta Dish,Ink Pasta Dish,Hot Sauce
Spicy Pasta Dish,Koopasta Dish,Hot Sauce
Spicy Pasta Dish,Choco Pasta Dish,Hot Sauce
Spicy Pasta Dish,Love Noodle Dish,Hot Sauce
Spicy Pasta Dish,Spicy Dinner,Fresh Pasta Bunch
Spicy Pasta Dish,Spicy Dinner,Spaghetti Plate
Spicy Pasta Dish,Spicy Dinner,Meat Pasta Dish
Spicy Pasta Dish,Spicy Dinner,Ink Pasta Dish
Spicy Pasta Dish,Spicy Dinner,Koopasta Dish
Spicy Pasta Dish,Spicy Dinner,Choco Pasta Dish
Spicy Pasta Dish,Spicy Dinner,Love Noodle Dish
Spit Roast,Bone-In Cut,None
Spit Roast,Bone-In Cut,Fire Burst
Spit Roast,Bone-In Cut,Shroom Shake
Spit Roast,Bone-In Cut,Long-Last Shake
Spit Roast,Bone-In Cut,Volt Shroom
Spit Roast,Bone-In Cut,Super Shroom Shake
Spit Roast,Bone-In Cut,Life Shroom
Spit Roast,Bone-In Cut,Ultra Shroom Shake
Spit Roast,Bone-In Cut,Slimy Shroom
Spit Roast,Honey Jar,Bone-In Cut
Spit Roast,Inky Sauce,Bone-In Cut
Spit Roast,Dayzee Tear,Bone-In Cut
Spit Roast,Sap Soup,Bone-In Cut
Spit Roast,Smelly Herb,Bone-In Cut
Spit Roast,Whacka Bump,Bone-In Cut
Stamina Juice,Inky Sauce,Peachy Peach
Stamina Juice,Inky Sauce,Keel Mango
Stamina Juice,Inky Sauce,Blue Apple
Stamina Juice,Inky Sauce,Yellow Apple
Stamina Juice,Inky Sauce,Red Apple
Stamina Juice,Inky Sauce,Pink Apple
Stamina Juice,Inky Sauce,Honey Jar
Stamina Juice,Dayzee Tear,Inky Sauce
Stamina Juice,Smelly Herb,Inky Sauce
Stamina Juice,Peach Juice,Inky Sauce
Stamina Juice,Mango Juice,Inky Sauce
Stamina Juice,Sky Juice,Inky Sauce
Stamina Juice,Mixed Shake,Inky Sauce
Stamina Juice,Gradual Syrup,Inky Sauce
Stamina Juice,Dayzee Syrup,Inky Sauce
Stamina Juice,Sap Syrup,Inky Sauce
Stamina Juice,Slimy Extract,Inky Sauce
Stamina Juice,Weird Extract,Inky Sauce
Stamina Juice,Inky Soup,Peachy Peach
Stamina Juice,Inky Soup,Keel Mango
Stamina Juice,Inky Soup,Blue Apple
Stamina Juice,Inky Soup,Yellow Apple
Stamina Juice,Inky Soup,Red Apple
Stamina Juice,Inky Soup,Pink Apple
Stamina Juice,Inky Soup,Honey Jar
Stamina Juice,Inky Soup,Dayzee Tear
Stamina Juice,Inky Soup,Smelly Herb
Standard Chocolate,Mild Cocoa Bean,Ghost Shroom
Standard Chocolate,Mild Cocoa Bean,Poison Shroom
Standard Chocolate,Mild Cocoa Bean,Black Apple
Standard Chocolate,Lovely Chocolate,Ghost Shroom
Standard Chocolate,Lovely Chocolate,Poison Shroom
Standard Chocolate,Lovely Chocolate,Black Apple
Standard Chocolate,Sweet Choco-bar,Ghost Shroom
Standard Chocolate,Sweet Choco-bar,Poison Shroom
Standard Chocolate,Sweet Choco-bar,Black Apple
Standard Chocolate,Shroom Choco-bar,Ghost Shroom
Standard Chocolate,Shroom Choco-bar,Poison Shroom
Standard Chocolate,Shroom Choco-bar,Black Apple
Standard Chocolate,Golden Choco-bar,Ghost Shroom
Standard Chocolate,Golden Choco-bar,Poison Shroom
Standard Chocolate,Golden Choco-bar,Black Apple
Standard Chocolate,Slimy Extract,Lovely Chocolate
Standard Chocolate,Egg Bomb,Mild Cocoa Bean
Standard Chocolate,Egg Bomb,Lovely Chocolate
Standard Chocolate,Dyllis Dynamite,Mild Cocoa Bean
Standard Chocolate,Dyllis Dynamite,Lovely Chocolate
Super Shroom Shake,Slimy Extract,Life Shroom
Sweet Choco-bar,Mild Cocoa Bean,Peachy Peach
Sweet Choco-bar,Mild Cocoa Bean,Keel Mango
Sweet Choco-bar,Mild Cocoa Bean,Blue Apple
Sweet Choco-bar,Mild Cocoa Bean,Yellow Apple
Sweet Choco-bar,Mild Cocoa Bean,Red Apple
Sweet Choco-bar,Mild Cocoa Bean,Pink Apple
Sweet Choco-bar,Honey Jar,Mild Cocoa Bean
Sweet Choco-bar,Turtley Leaf,Mild Cocoa Bean
Sweet Choco-bar,Honey Candy,Mild Cocoa Bean
Sweet Choco-bar,Electro Pop,Mild Cocoa Bean
Sweet Cookie Snack,Cake Mix,None
Town Special,Primordial Fruit,None
Town Special,Primordial Fruit,Cake Mix
Town Special,Primordial Fruit,Big Egg
Town Special,Mild Cocoa Bean,Primordial Fruit
Town Special,Honey Jar,Primordial Fruit
Town Special,Hot Sauce,Primordial Fruit
Town Special,Inky Sauce,Primordial Fruit
Town Special,Fresh Veggie,Primordial Fruit
Town Special,Turtley Leaf,Primordial Fruit
Town Special,Smelly Herb,Primordial Fruit
Town Special,Whacka Bump,Primordial Fruit
Town Special,Horsetail,Primordial Fruit
Trial Stew,Couple's Cake,Ghost Shroom
Trial Stew,Couple's Cake,Poison Shroom
Trial Stew,Couple's Cake,Black Apple
Trial Stew,Egg Bomb,Couple's Cake
Trial Stew,Dyllis Dynamite,Couple's Cake
Trial Stew,Odd Dinner,Couple's Cake
Trial Stew,Heavy Meal,Couple's Cake
Trial Stew,Dangerous Delight,Couple's Cake
Veggie Set,Healthy Salad,Shroom Shake
Veggie Set,Healthy Salad,Long-Last Shake
Veggie Set,Healthy Salad,Volt Shroom
Veggie Set,Healthy Salad,Super Shroom Shake
Veggie Set,Healthy Salad,Life Shroom
Veggie Set,Healthy Salad,Ultra Shroom Shake
Veggie Set,Healthy Salad,Slimy Shroom
Veggie Set,Healthy Salad,Big Egg
Veggie Set,Healthy Salad,Peachy Peach
Veggie Set,Healthy Salad,Keel Mango
Veggie Set,Healthy Salad,Blue Apple
Veggie Set,Healthy Salad,Yellow Apple
Veggie Set,Healthy Salad,Red Apple
Veggie Set,Healthy Salad,Pink Apple
Veggie Set,Healthy Salad,Fresh Veggie
Veggie Set,Healthy Salad,Turtley Leaf
Veggie Set,Healthy Salad,Smelly Herb
Veggie Set,Healthy Salad,Golden Leaf
Veggie Set,Healthy Salad,Horsetail
Volcano Shroom,Hot Sauce,Shroom Shake
Volcano Shroom,Hot Sauce,Long-Last Shake
Volcano Shroom,Hot Sauce,Volt Shroom
Volcano Shroom,Hot Sauce,Super Shroom Shake
Volcano Shroom,Hot Sauce,Life Shroom
Volcano Shroom,Hot Sauce,Ultra Shroom Shake
Volcano Shroom,Hot Sauce,Slimy Shroom
Volt Shroom,Shroom Shake,Thunder Rage
Volt Shroom,Long-Last Shake,Thunder Rage
Volt Shroom,Super Shroom Shake,Thunder Rage
Volt Shroom,Life Shroom,Thunder Rage
Volt Shroom,Ultra Shroom Shake,Thunder Rage
Volt Shroom,Slimy Shroom,Thunder Rage
Volt Shroom,Electro Pop,Shroom Shake
Volt Shroom,Electro Pop,Long-Last Shake
Volt Shroom,Electro Pop,Super Shroom Shake
Volt Shroom,Electro Pop,Life Shroom
Volt Shroom,Electro Pop,Ultra Shroom Shake
Volt Shroom,Electro Pop,Slimy Shroom
Warm Cocoa,Mild Cocoa Bean,None
Warm Cocoa,Inky Sauce,Mild Cocoa Bean
Warm Cocoa,Smelly Herb,Mild Cocoa Bean
Warm Cocoa,Lovely Chocolate,Fire Burst
Warm Cocoa,Standard Chocolate,Fire Burst
Warm Cocoa,Sweet Choco-bar,Fire Burst
Warm Cocoa,Shroom Choco-bar,Fire Burst
Warm Cocoa,Golden Choco-bar,Fire Burst
Weird Extract,Sap Soup,Hot Sauce
Weird Extract,Peach Juice,Hot Sauce
Weird Extract,Peach Juice,Sap Soup
Weird Extract,Mango Juice,Hot Sauce
Weird Extract,Mango Juice,Sap Soup
Weird Extract,Sky Juice,Hot Sauce
Weird Extract,Sky Juice,Sap Soup
Weird Extract,Mixed Shake,Hot Sauce
Weird Extract,Mixed Shake,Sap Soup
Weird Extract,Stamina Juice,Hot Sauce
Weird Extract,Stamina Juice,Sap Soup
Weird Extract,Gradual Syrup,Hot Sauce
Weird Extract,Gradual Syrup,Sap Soup
Weird Extract,Dayzee Syrup,Hot Sauce
Weird Extract,Dayzee Syrup,Sap Soup
Weird Extract,Sap Syrup,Hot Sauce
Weird Extract,Slimy Extract,Hot Sauce
Weird Extract,Slimy Extract,Sap Soup
Mistake,Mystery Box,None
Miracle Dinner,Mystery Box,None
Slimy Extract,Mystery Box,None
Fried Shroom Plate,Mystery Box,None
Roast Shroom Dish,Mystery Box,None
Sweet Cookie Snack,Mystery Box,None
Snow Cone,Mystery Box,None
Honey Candy,Mystery Box,None
Electro Pop,Mystery Box,None
Herb Tea,Mystery Box,None
Koopa Tea,Mystery Box,None
Spaghetti Plate,Mystery Box,None
Fried Egg,Mystery Box,None
Spicy Soup,Mystery Box,None
Healthy Salad,Mystery Box,None
Space Food,Mystery Box,None
Emergency Ration,Mystery Box,None
Dangerous Delight,Mystery Box,None
Inky Soup,Mystery Box,None
Roast Horsetail,Mystery Box,None
Hamburger,Mystery Box,None
Peach Juice,Mystery Box,None
Mango Juice,Mystery Box,None
